,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
414,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1254x156 at 0x7BF63922AA10>,رُوسِيا عَلَى مَتْنِ السَفِينَة يامال إِلَى القُطْبُ الشمالي.,"دوسا عَلَى عش السَفية يامال إلى الوويْت الشمالي.
",دوسيا عاى مثن السفبنة بامال إلى المطحب  الشماي .,روسيا على متن السفينة يامال إلى القطب الشمالي.,"دوسا على عش السفية يامال إلى الوويت الشمالي.
",دوسيا عاى مثن السفبنة بامال إلى المطحب  الشماي .
415,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1105x106 at 0x7BF63922B010>,إِحْدَى نِقاباتِ التُجّارِ الطائِفِيَّةِ تَحْصُل مِن المُقاطَعَةِ أَو,"إِخدى نقاباتٍ التُجَارٍ الطائِفيّةِ ت: تُققئل هدح الققاظقة أو
",إخدى نقابات الثجار الطائفية تًخضل من المقاطقة أو,إحدى نقابات التجار الطائفية تحصل من المقاطعة أو,"إخدى نقابات التجار الطائفية ت: تققئل هدح الققاظقة أو
",إخدى نقابات الثجار الطائفية تخضل من المقاطقة أو
416,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1111x152 at 0x7BF63922B590>,تَأْخُذ لُبِّ ما وَرَدَّ فِيها مِمّا يَخُصّ التارِيخ,"أَخُذْ زُر» وَرَدٌّ فيها مِمًا يَخْض التاريخ
",ما وردً فيها مقا يخص التاريخ تأخذ لب,تأخذ لب ما ورد فيها مما يخص التاريخ,"أخذ زر» ورد فيها مما يخض التاريخ
",ما ورد فيها مقا يخص التاريخ تأخذ لب
417,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2498x268 at 0x7BF63922BB10>,السَنَةِ الأُولَى الابتدائيه، وَيَنْتَهِي بِمُواجَهَةِ تاجِرَ تَأْشِيراتِ عتيد،,"مي موا عا جَأْشيران كسد ا
زُوا و كمواوو ا 2 _-
السَبٌَ الى الا بتدائيه, لي موا
",عيدا ناجر ثأشران السقة الأولى الابترائبها يتني ثوا جتة و,السنة الأولى الابتدائيه، وينتهي بمواجهة تاجر تأشيرات عتيد،,"مي موا عا جأشيران كسد ا
زوا و كمواوو ا 2 _-
السب الى الا بتدائيه, لي موا
",عيدا ناجر ثأشران السقة الأولى الابترائبها يتني ثوا جتة و
418,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1058x138 at 0x7BF6392294D0>,وَمُخْتَلِف أَشْكالِ العَوَزِ وَالحاجَةُ ؛ كُلُّها مُعْطَياتِ تَدْفَع,"-
1

وَمَُخْتَيِف أشكال القوّز وَالحاجَةٌ ؛ كُلّها مُعْطَياتٍ تَدْفَع
",ختها ففطيات تًذفع . والحاجةً وقختيف أشكال القوز,ومختلف أشكال العوز والحاجة ؛ كلها معطيات تدفع,"-
1

ومختيف أشكال القوز والحاجة ؛ كلها معطيات تدفع
",ختها ففطيات تذفع . والحاجة وقختيف أشكال القوز
419,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=376x134 at 0x7BF639230890>,عَلَيهِ طلعته.,,طلعته عليد,عليه طلعته.,,طلعته عليد
420,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=832x150 at 0x7BF639230E10>,أَنَّكَ ستقول: اهذا نَصَّ حَمِيرِي,"‎١‏ تفول: اهذا نض حتمِيرى
",أنك ستقول : اهذا نضً خميري,أنك ستقول: اهذا نص حميري,"‎١‏ تفول: اهذا نض حتميرى
",أنك ستقول : اهذا نض خميري
421,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=940x165 at 0x7BF6392312D0>,ما رَواهُ المُؤَرِّخُونَ عَن ذٰلِكَ التاريخ، وَأَنَّ ما,"و
2

ما رَوَأةٌ | وَنخُونٌ عَن ذلا ىَّ التاريخ, َ

ا

نّ ما

",وأنًا ما ما روان الؤرخون عن ذلكً التاريخ,ما رواه المؤرخون عن ذلك التاريخ، وأن ما,"و
2

ما روأة | ونخون عن ذلا ى التاريخ, 

ا

ن ما

",وأنا ما ما روان الؤرخون عن ذلك التاريخ
422,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=632x100 at 0x7BF639231790>,مِن عِمارَة التُرابِ مَوْضُوعِ الساعَة,"مِن عمارّة الثراب مَوْضوع الساعة
",الساعة عمارة التراب موضوع,من عمارة التراب موضوع الساعة,"من عمارة الثراب موضوع الساعة
",الساعة عمارة التراب موضوع
423,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1914x244 at 0x7BF6392317D0>,لَكَوْكَب الأَرْضِ عَلَى عِدَّةٍ عَوامِلِ أَهَمُّها اِرْتِفاعِ عَدَدٍ,"مألا
",ل عدًة عوامل أهمها لكوكب الأرض علر عدد ارتفاع,لكوكب الأرض على عدة عوامل أهمها ارتفاع عدد,"مألا
",ل عدة عوامل أهمها لكوكب الأرض علر عدد ارتفاع
424,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1851x252 at 0x7BF639232510>,القُطْبَيْنِ (منطقه بَيْضاءَ ثلجيه) وَهٰذا ما يُتِيح نِسْبَةَ,"معطب (رطاقه بيضماءً نهجيه) و هذا ما م نت
",الفطبين متطقه حضاء نابيه وهنا ماييح نشبةً,القطبين (منطقه بيضاء ثلجيه) وهذا ما يتيح نسبة,"معطب (رطاقه بيضماء نهجيه) و هذا ما م نت
",الفطبين متطقه حضاء نابيه وهنا ماييح نشبة
425,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1656x243 at 0x7BF639232B50>,كَنَتِيجَةٍ لِزِيادَةِ اِنْبِعاثات غازات الصَوْبَة الخَضْراءِ ،,"كَنَتِيجَةٍ لزيادّة البعاثات غازات الصَؤبّة الخَضْراءٍ ,
",كنتيجة لزيادة انبعاثات غازات الصوبة الخضراء,كنتيجة لزيادة انبعاثات غازات الصوبة الخضراء ،,"كنتيجة لزيادة البعاثات غازات الصؤبة الخضراء ,
",كنتيجة لزيادة انبعاثات غازات الصوبة الخضراء
426,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1000x130 at 0x7BF639233090>,فَنَحْنُ أَيْضاً نَسْره بِالقَوْلِ وَنَأْمُر لَهُ بِالجَوائِز وَإِن,"مر لَه بامجوائز إن

كك

فتخن أَيْضاً سَشره بالقَؤ
",بالقول ونامر له بالجواءز وًإن أيضاً فنحن نسره,فنحن أيضا نسره بالقول ونأمر له بالجوائز وإن,"مر له بامجوائز إن

كك

فتخن أيضا سشره بالقؤ
",بالقول ونامر له بالجواءز وإن أيضا فنحن نسره
427,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=812x136 at 0x7BF639233610>,صَنَعَتْهُ وَلا تَنْتَفِع به. فَيَنْبَغِي لِمَن يَطْلُب العِلْمِ,"صَنَغئة ولا تنَع به فيَبِِي يقن يَظلب العلم

",به. فينبغي لمن يظلب العلم صنعته ولا  تنتفع,صنعته ولا تنتفع به. فينبغي لمن يطلب العلم,"صنغئة ولا تنع به فيبي يقن يظلب العلم

",به. فينبغي لمن يظلب العلم صنعته ولا  تنتفع
428,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1323x177 at 0x7BF639233B90>,مِن سَطْحِ الأَرْضِ . كَما وَأَنَّ غازات الاحتبن,".كما

عي
2

أن غازات الإاحتبن

",كما وأنً غازات للفح الأرض الاحتبن,من سطح الأرض . كما وأن غازات الاحتبن,".كما

عي
2

أن غازات الإاحتبن

",كما وأن غازات للفح الأرض الاحتبن
429,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1058x128 at 0x7BF6392336D0>,وَالنَحْتِ البارز، وَالزُجاج الملون، وَإِلَى أَيّ حَدٍّ أَثَّرَت,".4
للد

3

م

وَالنَحْتِ البارز وَالْرُجاج الملون. وَإِلَى أي حَذَ أ
",؟ والنحت البارزء والزجاج الملون وإلى أي حدً أثًرت,والنحت البارز، والزجاج الملون، وإلى أي حد أثرت,".4
للد

3

م

والنحت البارز والرجاج الملون. وإلى أي حذ أ
",؟ والنحت البارزء والزجاج الملون وإلى أي حد أثرت
430,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=630x134 at 0x7BF6391883D0>,خ ض، ب س ش، ص غ ه,"خ ض؛: ب س شء ص ع ه
",ضء باللل لثء صغ,خ ض، ب س ش، ص غ ه,"خ ض؛: ب س شء ص ع ه
",ضء باللل لثء صغ
431,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=829x110 at 0x7BF639188250>,اقداح. فَلا يَصِير فِي يَدِهِ عَلَى الوَجْهَيْنِ قَلِيلٍ,"اقداح. فلا يَصِير في يَّدِهِ عَلَى الوَجْهَيْنِ قليل
",في يًده على فلا قليل الوجهين اقداح . يصير,اقداح. فلا يصير في يده على الوجهين قليل,"اقداح. فلا يصير في يده على الوجهين قليل
",في يده على فلا قليل الوجهين اقداح . يصير
432,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=745x126 at 0x7BF639189010>,العِلْمِ وَ التِكْنُولُوجِيا حَتَّى يَخْدُمانِ الإِنْسانِ وَ لا,"الذي و الوبُو م عت دما نِ ال نان مَ لا

َّ

5-4
",لا الإنسان و الكنولو جيا منى بخدمانا اليأيم د,العلم و التكنولوجيا حتى يخدمان الإنسان و لا,"الذي و الوبو م عت دما ن ال نان م لا



5-4
",لا الإنسان و الكنولو جيا منى بخدمانا اليأيم د
433,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1150x135 at 0x7BF639189550>,الواسِعَةِ الفاصِلَةُ بَيِّنَ العِراقِ والشام، أَيّ الياديه المَعْرُوفَةِ,"الواسَِةٍ الفاصِلَة بَيّنَ الهرايء والشام, أي الياريه الْمَرْو فَوَ
", بين العراده والشام أي البادبه العر و فة الفاصلة الواسعة,الواسعة الفاصلة بين العراق والشام، أي الياديه المعروفة,"الواسة الفاصلة بين الهرايء والشام, أي الياريه المرو فو
", بين العراده والشام أي البادبه العر و فة الفاصلة الواسعة
434,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=946x101 at 0x7BF639189B10>,سجاده: إِن مِن المراوزه إِذا لَبِسُوا الخَفاف فِي,"سجاده: إن مِن الراوزه إذا لبشوا الحكفاف فى

",دجاده إن من الراوزه إذا لبسوا الخفاف في,سجاده: إن من المراوزه إذا لبسوا الخفاف في,"سجاده: إن من الراوزه إذا لبشوا الحكفاف فى

",دجاده إن من الراوزه إذا لبسوا الخفاف في
435,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1119x178 at 0x7BF639189D10>,عَلَى وُجُوهِ الاموال، وَضُرُوب الجبايات، وَيَكُون واصَلَ إِلَيهِ,"عل و ُو ال رموال, وهر وب الجبايات, وَيَكُون واصَلَ إَِه
",إليه الرموال وخردب الجبايات ويكون واصل عاى و جوه,على وجوه الاموال، وضروب الجبايات، ويكون واصل إليه,"عل و و ال رموال, وهر وب الجبايات, ويكون واصل إه
",إليه الرموال وخردب الجبايات ويكون واصل عاى و جوه
436,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=283x89 at 0x7BF639189A10>,التَنْمِيَةِ المَحَلِّيَّةِ,"التنمية اغلية
",التنمية المحلية,التنمية المحلية,"التنمية اغلية
",التنمية المحلية
437,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1200x131 at 0x7BF639189FD0>,"بِعَضُّهُم كِذْباً يُخالِف أَبْسَطِ قَواعِدَ المنطق،وما رَمْيِ ""ابن","ِعَضْهُم كِدَباً يُخَالِف أَبْسَطٍ قَواعِدَ المنطقءوما رَمي ""ابن
","رمي قواعد المنطق بعضهم كذباً يخالف أبسط "" ابن ، وما","بعضهم كذبا يخالف أبسط قواعد المنطق،وما رمي ""ابن","عضهم كدبا يخالف أبسط قواعد المنطقءوما رمي ""ابن
","رمي قواعد المنطق بعضهم كذبا يخالف أبسط "" ابن ، وما"
